,St. No,Depth,S.D,W.T,Salinity,Turbidity,DO,pH,TSM,NH4-N,NO2-N,NO3-N,PO4-P,SiO2-Si,TN,TP
3,4,2.5,2.5,21.2,9.91,1.2,8.88,8.78,7.4,4.88355,0.04596,0.35400000000000004,0.10457999999999998,36.3147,22.2222,0.17872
4,5,1.5,1.5,23.4,8.78,1.7,8.58,8.29,5.4,2.8371100000000005,0.02298,0.24366000000000004,0.08133999999999998,44.26183,25.55553,0.17872
5,6,3.0,1.25,23.1,7.78,3.5,7.97,8.44,5.8,1.4418100000000005,0.02298,0.19922000000000004,0.20915999999999996,44.10394,18.148130000000002,0.3462699999999999
6,7,2.5,2.5,23.5,7.65,2.4,7.66,8.24,3.6,0.9302000000000001,0.02298,0.11034000000000002,0.06971999999999999,58.05089,15.925909999999998,0.12286999999999995
7,8,0.75,0.75,22.2,7.27,1.7,9.19,8.53,5.6,1.9999299999999998,0.04596,0.26511999999999997,0.06971999999999999,71.47154,21.111089999999997,0.12286999999999995
8,9,0.75,0.75,22.2,7.4,1.4,8.58,8.66,4.8,1.7208699999999995,0.02298,0.24366000000000004,0.09296,71.62943,19.629610000000003,0.14520999999999998
9,10,1.75,1.0,23.7,7.53,4.5,9.19,8.42,10.6,2.51154,0.02298,0.4214200000000001,0.08133999999999998,54.735200000000006,22.2222,0.13403999999999996
10,11,0.75,0.75,21.5,6.78,1.0,7.05,8.46,4.8,0.41859000000000035,0.04596,0.30956,0.08133999999999998,79.75,21.85183,0.14520999999999998
11,12,2.0,1.0,22.5,7.47,8.3,6.43,8.3,11.6,1.0232200000000002,0.02222,0.4666199999999999,0.15106,60.26135000000001,19.999979999999997,0.48031
12,13,2.75,1.0,21.1,7.28,7.5,7.66,8.24,9.8,4.1859,0.04596,0.53176,0.08133999999999998,62.366550000000004,21.111089999999997,0.14520999999999998
13,14,1.25,1.25,21.6,6.78,3.4,7.66,8.27,7.4,0.5116100000000005,0.04596,0.39844000000000007,0.09296,49.63009,16.66665,0.15638
14,15,2.5,1.25,22.2,7.1,4.0,7.66,8.24,7.0,0.32557000000000025,0.02222,0.51106,0.12782,60.577130000000004,17.03702,0.31276000000000004
15,16,2.25,0.75,24.0,6.74,0.75,7.66,8.28,13.6,1.7673799999999995,0.04444,0.3999600000000001,0.1162,73.31359,15.925909999999998,0.27925
16,17,1.5,0.5,25.0,5.51,6.9,8.88,8.43,13.4,0.69765,0.11109999999999999,0.28886000000000006,0.15106,47.26174,18.5185,0.29042
17,18,3.25,0.75,24.6,3.14,14.0,8.18,8.53,23.2,1.4443000000000004,0.02298,0.47697,0.11619999999999997,36.63048,25.86225,0.49148000000000003
18,19,2.0,0.75,22.5,6.98,6.8,7.35,8.15,11.6,1.0232200000000002,0.17776,0.8888000000000001,0.08133999999999998,50.05113,19.629610000000003,0.21222999999999995
19,20,2.25,0.75,23.9,6.37,7.6,7.96,8.14,13.8,10.976360000000001,0.15553999999999998,1.4887400000000002,0.08133999999999998,35.262100000000004,19.259240000000002,0.27925
20,21,1.5,0.75,24.1,6.49,6.5,7.66,8.2,14.4,2.8836200000000005,0.17776,1.5109600000000003,0.06971999999999999,55.52465,24.814790000000002,0.64
21,22,1.0,0.0,23.2,0.75,100.0,7.05,8.2,115.0,1.1110000000000002,0.13788,0.54387,0.13943999999999998,39.78828,22.41395,0.41329
22,23,1.5,0.75,22.8,6.65,8.8,7.04,8.0,15.0,6.8834800000000005,1.0341,3.7836000000000003,0.15105999999999997,61.050799999999995,40.68993999999999,0.3462700000000001
23,24,1.5,0.5,25.5,6.9,12.0,7.97,8.15,14.4,1.1627500000000004,0.04596,0.45399,0.19753999999999997,63.6823,26.207079999999998,0.3686100000000001
24,25,1.25,0.75,25.5,5.02,9.9,9.19,8.5,11.2,0.6511399999999999,0.04596,0.27219000000000004,0.13943999999999998,80.25,21.379459999999998,0.27925
25,26,1.25,0.1,26.9,0.38,45.0,7.66,8.09,34.5,1.2557700000000005,0.11489999999999999,0.3396000000000001,0.17429999999999998,93.15,17.2415,0.79307
26,27,1.15,0.0,27.7,0.38,80.0,7.97,8.04,81.33,0.4651000000000004,0.13788,0.2711700000000001,0.26726,88.95,21.03463,0.61435
27,28,1.25,1.25,23.7,6.15,3.8,12.87,9.66,7.2,1.9534199999999997,0.06894,0.24921000000000004,0.16267999999999996,11.0523,25.172589999999996,0.3462700000000001
28,29,1.25,0.25,24.6,2.26,20.0,9.8,9.11,27.0,0.5581200000000005,0.09192,0.27168000000000003,0.12782,76.15561000000001,26.896739999999998,0.43563
29,30,1.25,0.0,24.5,0.25,70.0,7.04,7.97,74.0,0.18604000000000015,0.16085999999999998,0.2481900000000001,0.17429999999999998,86.85,23.10361,0.79307
30,31,1.25,0.25,24.7,1.75,31.0,7.35,7.94,22.4,0.69765,0.04596,0.22674,0.11619999999999997,91.6,17.2415,0.63669
31,32,1.0,0.0,26.6,0.63,9.5,7.35,7.85,92.0,0.41859000000000035,0.13788,0.2711700000000001,0.17429999999999998,68.95,18.965649999999997,1.25104
32,33,2.0,0.25,24.4,0.25,16.0,8.88,8.21,12.8,0.6046299999999999,1.7235,,0.11619999999999997,68.4,50.00035,0.62552
33,34,2.0,0.75,24.3,6.9,10.0,6.77,8.58,34.4,4.277349999999999,0.06894,1.3400100000000001,0.16267999999999996,33.6832,22.069119999999998,0.37977999999999995
34,35,4.0,0.75,24.5,10.16,17.0,6.77,8.36,35.6,3.9995999999999996,0.04596,0.5903400000000001,0.15105999999999997,28.893869999999996,16.20701,0.45797000000000004
35,36,2.5,0.75,20.1,11.17,14.0,7.04,8.43,29.0,3.888499999999999,0.02298,0.4315200000000001,0.17429999999999998,27.946529999999996,13.103539999999997,0.40212
0,1,1.0,1.0,24.0,13.18,4.7,8.32,8.26,28.0,4.24072,0.09088,0.6646000000000001,0.09248,37.99886,14.814799999999998,0.9271099999999999
1,2,2.25,1.0,24.0,10.67,7.5,8.32,8.34,20.5,1.0119899999999995,0.09088,0.3979599999999999,0.06935999999999999,34.735800000000005,13.333320000000002,0.42446
2,3,2.5,1.0,24.0,10.92,5.0,7.75,8.12,39.5,2.2167399999999993,0.06816,1.0428399999999998,0.11559999999999998,34.104240000000004,19.629610000000003,0.13403999999999996
3,4,2.0,2.0,24.0,11.04,2.2,7.75,8.42,35.5,5.059950000000001,0.04544,0.57672,0.09248,33.99898,17.40739,0.14520999999999998
4,5,2.0,1.75,24.9,9.79,1.8,8.61,8.51,25.0,4.67443,0.09088,0.44239999999999996,,36.89363,13.333320000000002,
5,6,1.75,1.0,23.8,9.41,7.0,7.46,8.27,31.5,5.059950000000001,0.11359999999999999,2.01952,0.16183999999999998,55.261500000000005,15.555539999999999,0.5920099999999999
6,7,2.5,1.0,24.0,8.16,5.5,7.46,8.25,31.5,4.04796,0.11359999999999999,1.7084399999999997,0.20808,55.787800000000004,18.148130000000002,0.21222999999999995
7,8,0.45,0.45,24.5,8.28,8.9,6.88,8.97,35.0,4.72262,0.02272,0.42168000000000005,0.12716,59.945570000000004,14.444429999999997,0.3350999999999999
8,9,0.75,0.75,24.5,8.78,2.5,7.17,8.57,11.5,2.7468299999999997,0.09088,1.5534000000000001,0.02312,85.52,17.77776,0.3574399999999999
9,10,2.75,1.0,23.0,9.16,3.0,6.31,8.38,31.5,6.02375,0.06816,1.39836,0.03468,49.63009,16.66665,0.22339999999999996
10,11,0.65,0.45,24.0,10.04,2.8,6.89,8.68,36.0,1.3011299999999997,0.09088,1.6422800000000002,0.046239999999999996,48.78801,17.40739,0.21222999999999995
11,12,2.25,0.5,23.9,9.54,13.0,6.89,8.06,52.0,5.734610000000001,0.13632,1.9079199999999998,0.11559999999999998,67.62955,19.629610000000003,0.20105999999999993
12,13,2.5,0.75,23.1,8.53,10.0,7.46,8.39,35.0,4.3852899999999995,0.06816,1.5761200000000002,0.046239999999999996,62.366550000000004,18.5185,0.42446
13,14,1.5,0.85,23.5,7.65,9.2,8.32,8.31,21.0,4.72262,0.11359999999999999,1.7084399999999997,0.11559999999999998,77.83977000000002,21.48146,0.31276000000000004
14,15,2.25,0.75,23.9,11.04,13.0,7.17,8.07,28.8,0.7710399999999993,0.20448000000000002,0.41768000000000005,0.08092,39.78828,16.29628,0.24574
15,16,2.0,0.2,26.5,10.29,13.0,7.17,8.3,26.4,2.1685499999999993,0.24991999999999998,0.1944800000000001,0.19651999999999997,43.78816,17.03702,0.16755
16,17,1.25,0.5,26.3,10.54,8.6,7.17,8.41,23.6,1.7348400000000002,0.22719999999999996,0.30608,0.11559999999999998,31.20959,18.148130000000002,0.17872
17,18,1.5,0.5,27.0,1.63,12.0,7.46,8.42,34.4,1.68665,0.11359999999999999,0.28636000000000006,0.1734,46.52492,13.703690000000002,0.8265800000000001
18,19,1.75,0.75,24.0,6.89,6.5,9.66,8.24,42.4,2.6986399999999997,0.77248,2.6494,0.15027999999999997,50.47217,28.51849,0.21222999999999995
19,20,2.0,1.0,24.9,11.54,6.9,7.75,8.14,32.0,3.855199999999999,0.31808,0.4818400000000001,0.13872,59.31401,14.814799999999998,0.18989
20,21,1.5,0.75,25.5,7.75,6.8,10.04,8.2,25.2,4.52986,0.3408,0.7702,0.11559999999999998,40.36721,24.07405,0.32393000000000005
21,22,1.25,0.45,28.4,0.5,19.0,7.46,8.04,26.4,0.7710399999999993,0.04544,0.22120000000000004,0.08092,71.84,13.333320000000002,0.56967
22,23,1.25,1.0,24.0,8.66,7.3,6.45,8.0,32.0,3.4696800000000003,0.40895999999999993,1.3686399999999999,0.18496,40.47247,32.96293,0.45797000000000004
23,24,1.25,0.25,24.6,8.53,21.0,7.42,8.16,40.5,5.734610000000001,0.15904,0.15203999999999998,0.11559999999999998,57.156180000000006,10.37036,0.5138199999999999
24,25,1.25,1.0,24.6,6.4,4.3,10.64,9.1,21.0,3.710629999999999,0.04544,0.22120000000000004,0.06935999999999999,45.10391,17.03702,0.49148000000000003
25,26,1.25,0.25,29.3,3.26,55.0,7.74,8.4,27.6,0.7228499999999992,0.04544,0.08788000000000001,0.11559999999999998,87.63,14.444429999999997,0.6813699999999999
26,27,0.75,0.25,29.3,10.04,55.0,10.96,8.65,49.0,0.09638000000000008,0.02272,0.06616,0.11559999999999998,77.10295,11.1111,0.6031799999999999
27,28,1.0,1.0,25.1,7.78,4.2,8.06,9.44,19.33,1.2529399999999997,0.24991999999999998,0.7722,0.13872,12.31542,21.111089999999997,0.21222999999999995
28,29,1.0,1.0,26.9,2.38,28.0,8.06,8.14,26.0,0.8674199999999994,0.27264,0.48284000000000005,0.16183999999999998,51.524770000000004,14.074060000000003,0.21222999999999995
29,30,1.0,0.0,26.5,1.0,65.0,9.35,8.23,67.0,1.63846,0.27264,0.79392,0.15027999999999997,39.10409,14.074060000000003,0.15638
30,31,0.75,0.15,28.9,2.51,30.0,13.22,9.7,46.0,3.4696800000000003,0.3862399999999999,0.5914400000000001,0.36992,29.78858,18.5185,0.37977999999999995
31,32,0.75,0.1,26.9,0.62,13.0,10.64,9.25,15.33,2.5540699999999994,0.15904,0.24092000000000005,0.30056,11.315450000000002,10.74073,0.42446
32,33,2.0,0.25,24.7,0.38,23.0,8.7,8.25,20.66,4.72262,0.5907199999999999,0.6091599999999999,0.27744,45.94599,24.814790000000002,0.32393000000000005
33,34,1.25,0.25,26.9,5.27,25.0,5.17,8.04,32.66,3.03597,0.02272,0.06616,0.18496,32.841120000000004,13.703690000000002,0.77073
34,35,1.0,0.25,26.9,8.91,8.5,6.89,8.07,32.33,4.62624,0.02272,0.044440000000000035,0.24275999999999998,10.631260000000001,12.962950000000001,0.9047699999999999
35,36,2.5,1.5,26.2,20.08,4.3,6.32,7.85,28.0,2.8432099999999996,0.02272,0.021720000000000034,0.18496,6.105080000000001,11.48147,0.5585
0,1,1.25,0.5,30.5,12.43,4.5,10.79,9.09,19.6,3.9998399999999994,0.06381,0.35478,0.27209,58.5902,23.793269999999996,0.7378000000000001
1,2,2.25,0.75,30.1,8.88,12.0,7.19,8.53,33.2,2.5127199999999994,0.06381,0.21524999999999997,0.035489999999999994,34.9163,22.069119999999998,0.1904
2,3,2.0,0.25,28.4,13.95,12.0,7.66,8.35,29.2,9.02528,0.08508,0.14747000000000005,0.01182999999999999,36.5378,25.86225,0.1904
3,4,1.85,1.0,28.6,11.28,20.0,6.72,8.42,27.2,2.205039999999999,0.04254,0.09699000000000005,0.035489999999999994,38.42955,22.069119999999998,0.3570000000000001
4,5,1.65,1.65,28.8,12.05,1.3,7.66,8.87,10.4,1.2307199999999996,0.04254,0.05047999999999999,0.18928,41.45635,20.00014,0.48790000000000006
5,6,2.0,0.75,28.9,9.76,11.0,6.88,8.4,22.8,0.512799999999999,0.06381,0.029209999999999986,0.08281,42.2671,20.689799999999998,0.14280000000000004
6,7,2.25,0.5,28.5,9.64,18.0,5.63,8.43,23.2,0.461519999999999,0.04254,0.19001000000000004,0.09464,33.9434,17.931159999999995,0.3808000000000001
7,8,1.0,1.0,28.4,11.28,1.3,9.38,8.74,12.8,4.66648,0.06381,0.35478,0.01182999999999999,28.48435,18.620819999999995,0.21420000000000003
8,9,1.0,1.0,28.5,9.38,14.0,6.1,8.47,21.6,0.25640000000000024,0.04254,0.09699000000000005,0.04732,47.83425,16.89667,0.3808000000000001
9,10,2.65,0.5,27.6,9.0,12.0,6.57,8.35,22.0,5.99976,0.02127,0.07175,0.10647000000000001,57.7254,12.41388,1.3566
10,11,0.75,0.2,27.5,8.62,18.0,6.1,8.78,47.2,1.8460800000000002,0.12762,0.19795000000000001,0.10647000000000001,66.80579999999999,18.965649999999997,1.3922999999999999
11,12,2.0,0.75,26.5,8.41,7.8,5.32,8.41,16.4,4.6152,0.10634999999999999,0.5913,0.18928,51.888,30.689869999999996,0.7259000000000001
12,13,2.5,0.5,26.6,8.24,17.0,6.26,8.12,46.8,2.6665599999999996,0.06381,0.21524999999999997,0.08281,64.10329999999999,26.55191,1.071
13,14,1.5,0.5,27.3,8.11,30.0,6.57,8.72,16.4,5.43568,0.06381,0.07572000000000004,0.08281,70.3731,15.517349999999999,1.0233999999999999
14,15,2.0,0.5,27.2,8.37,11.0,6.26,8.03,20.0,0.6153599999999991,0.23396999999999998,0.5567,0.09464,72.427,37.93129999999999,0.5355000000000001
15,16,2.0,0.5,27.5,8.49,21.0,7.35,8.18,58.0,0.9230399999999994,0.10634999999999999,0.31223999999999996,0.08281,77.02125,26.896739999999998,0.4284
16,17,1.0,0.25,27.5,9.26,11.0,7.51,8.61,21.2,1.0255999999999994,0.08508,0.47304000000000007,0.08281,34.754149999999996,25.517419999999998,0.4522
17,18,2.0,0.5,28.1,15.97,25.0,6.13,8.21,29.66,3.37126,0.17016,1.45769,0.047319999999999994,43.2179,17.2415,0.2618000000000001
18,19,1.5,0.5,27.4,8.62,13.0,5.63,8.32,32.0,0.5640799999999991,0.10634999999999999,0.40526,0.09464,72.9675,31.034699999999997,0.6188
19,20,1.75,0.75,27.4,8.49,12.0,6.88,8.02,31.2,0.30767999999999884,0.12762,0.47701,0.08281,83.5613,33.79334,0.5355000000000001
20,21,1.25,0.5,28.1,8.37,24.0,8.6,8.22,29.6,1.0255999999999994,0.12762,0.33748,0.17745,64.15735,23.448439999999994,0.7497
21,22,0.85,0.5,27.3,5.7,4.2,7.09,8.84,23.0,0.28570000000000023,0.04254,0.14350000000000007,0.07097999999999999,47.550799999999995,23.448439999999994,0.3094000000000001
22,23,1.0,0.25,26.9,8.37,25.0,5.79,8.11,73.33,0.7088200000000007,0.13038,0.2786700000000001,0.08281000000000001,60.716150000000006,22.069119999999998,0.44029999999999997
23,24,1.25,0.0,28.5,8.88,100.0,5.47,7.99,75.0,15.087740000000004,0.8909299999999999,5.199370000000001,0.05915,76.5479,50.00035,0.4641
24,25,1.25,1.25,29.3,7.36,5.6,9.67,9.67,24.66,4.506070000000001,0.13038,0.23322000000000004,0.03549,15.442899999999998,24.482929999999996,0.3808000000000001
25,26,1.25,0.0,27.8,1.65,130.0,7.19,8.34,157.0,3.7466200000000005,0.19557,0.57708,0.07097999999999999,102.49,32.758849999999995,0.5474000000000001
26,27,0.75,0.25,29.3,1.39,85.0,10.63,8.74,105.0,1.0856600000000003,0.13038,0.6422700000000001,0.03549,72.93714999999999,34.13817,0.4284
27,28,0.75,0.5,27.4,8.24,16.0,6.88,8.54,68.0,3.0884300000000016,0.10864999999999998,0.20950000000000002,0.02365999999999999,29.8859,23.448439999999994,0.33320000000000005
28,29,1.0,0.0,27.5,3.68,140.0,7.98,8.33,126.0,3.9491400000000008,0.15211,0.12059000000000011,0.07097999999999999,90.55,22.41395,0.30940000000000006
29,30,0.75,0.5,28.1,2.79,120.0,10.48,8.99,91.0,2.45702,0.10865000000000001,0.25495000000000007,0.07098,70.1041,30.000209999999996,0.2975
30,31,0.75,0.75,28.3,3.93,13.0,9.38,8.84,30.0,2.1141799999999997,0.10865000000000001,0.25495000000000007,0.04732,36.1075,28.27606,0.3808000000000001
31,32,0.75,0.5,28.5,2.03,65.0,13.45,9.55,57.0,3.8855199999999996,0.15211,1.7113400000000003,0.3549,65.2157,21.03463,0.4998
32,33,2.25,0.5,28.3,0.19,29.0,6.26,8.06,32.0,2.3427399999999996,0.39114000000000004,4.79016,0.2366,119.71,51.034839999999996,0.4046000000000001
33,34,1.75,0.5,28.1,34.62,28.0,5.64,8.02,51.66,5.31402,0.04346,0.09289000000000006,0.33124000000000003,12.1099,23.10361,0.2975
34,35,1.5,0.5,27.9,34.62,14.0,7.26,8.01,29.0,5.54258,0.49979,1.59091,0.34307000000000004,9.554599999999999,21.03463,0.3689
35,36,1.25,0.5,29.2,33.98,11.0,6.93,8.05,46.66,3.82838,0.21729999999999997,0.5553500000000001,0.2366,8.38805,19.655309999999997,0.3808
0,1,1.25,0.5,30.4,13.04,6.9,8.51,8.61,30.6,1.4585499999999998,0.13038,0.52182,0.10647,41.7266,56.92228,0.3057599999999999
1,2,2.0,0.75,30.5,11.64,14.0,7.58,8.28,30.6,0.6587000000000005,0.10864999999999998,0.23919000000000007,0.08281,44.59125,31.922629999999998,0.25872
2,3,2.0,0.5,30.3,12.15,7.1,7.12,8.19,43.6,0.8468999999999994,0.10864999999999998,0.32615,0.059149999999999994,49.6179,31.922629999999998,0.18816
3,4,1.75,0.75,29.1,12.41,14.0,7.58,8.59,34.4,1.5056,0.08692,0.39136000000000004,0.10647,45.9425,39.99943999999999,0.31751999999999997
4,5,1.5,0.5,29.1,11.77,1.5,12.54,8.89,18.8,1.0821499999999995,0.10864999999999998,0.10875,0.04732,30.213949999999997,30.768799999999995,0.1764
5,6,2.0,0.5,30.4,10.49,8.7,6.19,8.23,26.4,1.8820000000000003,0.04346,0.21742,0.15378999999999998,59.022600000000004,18.845889999999997,0.3998399999999999
6,7,2.25,1.0,29.5,10.1,9.7,6.66,8.29,38.4,0.4234500000000003,0.04346,0.13046,0.059149999999999994,66.53555,18.46128,0.19992000000000001
7,8,0.75,0.75,28.5,12.79,1.0,6.66,8.44,17.6,0.6116500000000005,0.10864999999999998,0.23919000000000007,0.22477000000000003,127.29,33.46107,0.57624
8,9,0.5,0.5,30.7,12.02,3.3,10.99,8.52,21.2,3.05825,0.08692,0.13048000000000004,0.26026,121.88,27.307310000000005,0.7291199999999999
9,10,2.5,0.0,29.1,10.1,120.0,6.66,8.22,208.0,3.1053,0.15211,0.41313,0.28392,72.3189,50.38391000000001,0.7644
10,11,0.25,0.25,29.3,12.02,1.2,9.59,8.87,30.4,2.0231500000000002,0.28249,0.3262299999999999,0.17745000000000002,94.05,53.8454,0.41159999999999997
11,12,1.85,0.5,29.2,8.82,13.0,6.5,8.07,33.6,1.17625,0.12498,0.22286000000000006,0.09464,74.4809,18.076669999999996,0.6350399999999999
12,13,2.25,0.75,28.9,8.82,12.0,6.35,8.13,28.8,0.4234500000000003,0.23903,0.41317000000000004,0.1183,83.5613,46.92242,0.61152
13,14,1.0,1.0,28.5,10.1,2.5,8.67,8.84,22.0,1.1291999999999995,0.17384,0.26095999999999997,0.18928,71.35,23.076600000000003,0.6350399999999999
14,15,2.0,0.35,29.3,9.08,24.0,6.04,8.09,48.0,1.6467500000000002,0.22912999999999997,0.90135,0.04732,74.589,18.46128,0.6468
15,16,1.5,0.2,30.3,9.34,50.0,6.19,8.36,73.2,1.9761000000000004,0.06249,0.8505899999999998,0.22477,82.42,15.384400000000001,0.74088
16,17,1.0,0.25,31.3,9.59,23.0,8.05,8.54,70.8,1.3173999999999997,0.10414999999999999,0.46109,0.09464,28.1,21.53816,0.68208
17,18,1.0,0.0,33.5,22.13,45.0,6.79,8.0,108.0,7.180309999999998,0.27079,0.9031700000000001,0.18384,43.41975,27.931229999999996,0.6468
18,19,1.5,0.25,29.4,14.32,24.0,5.42,7.91,58.8,2.305449999999999,0.06249,0.67667,0.059149999999999994,59.9955,24.230430000000002,0.62328
19,20,1.75,0.35,29.6,10.23,32.0,6.35,8.11,59.6,2.0702000000000003,0.08331999999999999,0.35147999999999996,0.08281,77.56,13.46135,0.69384
20,21,1.0,0.3,30.6,18.8,15.0,7.12,8.36,60.4,3.3876000000000004,0.08331999999999999,0.17756,0.04732,37.67285,12.307519999999998,0.68208
21,22,0.75,0.25,32.2,14.58,25.0,10.11,8.81,67.0,6.2646999999999995,0.14581,0.59335,0.10341000000000002,59.10349,38.276129999999995,0.67032
22,23,1.25,0.2,28.5,9.46,50.0,4.95,7.58,97.5,10.601799999999999,1.39561,3.6045899999999995,0.19533000000000003,88.94,40.00028,0.294
23,24,1.0,0.35,30.4,10.49,11.0,6.95,8.28,33.0,5.87918,0.08331999999999999,0.2678399999999999,0.09192,67.57692,22.41395,1.07016
24,25,1.0,1.0,31.4,6.78,2.5,8.85,9.49,13.0,2.5540699999999994,0.16663999999999998,0.30828,0.01149,6.8945300000000005,25.517419999999998,0.68208
25,26,1.0,0.0,32.6,5.5,100.0,12.48,9.46,47.0,3.3732999999999986,0.16663999999999998,0.35175999999999985,0.08043,67.15588000000001,41.379599999999996,0.9290400000000002
26,27,0.75,0.0,32.5,2.3,180.0,12.0,9.64,71.0,1.6384599999999987,0.18747,0.5082099999999999,0.9766499999999999,61.36658,44.138239999999996,1.5993599999999997
27,28,0.75,0.35,30.5,9.21,9.9,8.51,8.62,18.0,12.866729999999997,0.06249,0.76363,0.09192,59.31401,35.51749,0.28224
28,29,0.75,0.0,31.6,4.35,110.0,11.61,9.33,124.0,2.4094999999999995,0.12498,1.1359399999999997,0.13788,70.26,32.06919,0.28224
29,30,0.75,0.0,32.5,2.17,110.0,12.69,9.26,76.0,2.6022599999999994,0.12498,1.6142199999999998,0.14937,73.68,38.276129999999995,0.34104000000000007
30,31,0.65,0.25,32.6,4.73,13.0,9.75,9.2,22.8,2.361309999999999,0.14580999999999997,0.8542299999999998,0.05745,11.15756,26.896739999999998,0.3880799999999999
31,32,0.5,0.0,32.7,3.07,110.0,11.14,9.67,87.0,2.6986399999999997,0.24996,0.79356,0.21831,72.89,40.34511,0.5292
32,33,1.5,0.25,32.0,0.23,50.0,6.5,8.05,44.0,0.6746599999999993,0.43742999999999993,3.5192500000000004,0.31023,33.63057,46.55205,0.42335999999999996
33,34,2.25,0.15,29.0,33.25,24.0,5.53,8.04,71.5,5.7828,0.12497999999999998,0.22285999999999995,0.04596,12.578570000000001,14.827689999999999,0.44688
34,35,1.25,0.25,28.7,34.28,17.0,5.69,7.99,60.8,6.2165099999999995,0.24996,0.6631200000000002,0.09192,11.42071,13.103539999999997,0.3763200000000001
35,36,1.75,0.25,29.6,34.91,7.2,6.0,7.99,34.0,6.45746,0.39576999999999996,1.25647,0.28725,8.99973,45.86239,1.3171199999999998
0,1,1.0,1.0,34.4,14.34,3.0,10.54,8.82,20.0,1.7619399999999994,0.08792,0.8897599999999999,0.11630000000000003,55.50934999999999,25.185160000000003,0.2618000000000001
1,2,2.0,0.25,31.3,12.69,17.0,6.82,8.27,47.2,1.285739999999999,0.04396,0.40043999999999996,0.12793,61.67105,23.33331,0.30939999999999995
2,3,2.5,0.25,31.5,12.18,15.0,6.04,8.24,31.6,0.6190599999999998,0.04396,0.31156000000000006,0.12793,71.50815,18.5185,0.46410000000000007
3,4,1.75,1.25,31.5,12.69,7.8,5.58,8.43,26.4,1.5238399999999992,0.06594,0.33401999999999993,0.08141000000000001,59.130700000000004,19.259240000000002,0.2023
4,5,1.5,1.25,32.6,11.8,4.2,12.86,8.81,24.4,1.3333599999999992,0.04396,0.71152,0.24423000000000003,67.7787,19.999979999999997,0.2975
5,6,2.5,1.5,32.6,11.55,9.4,4.96,8.3,26.8,1.4285999999999992,0.06594,0.28958000000000006,0.20934000000000003,69.56235,15.925909999999998,0.4760000000000001
6,7,2.25,0.75,31.9,11.55,9.6,6.35,8.02,24.0,1.0476400000000001,0.08792,0.4453600000000001,0.13956000000000002,80.2102,19.999979999999997,0.2618000000000001
7,8,0.25,0.25,31.5,12.56,2.9,7.13,7.73,17.2,0.6666799999999999,0.10989999999999998,0.6900200000000001,0.12793,77.94009999999999,22.59257,0.2856000000000001
8,9,,,,,,,,,,,,,,,
9,10,2.25,0.0,31.2,12.18,50.0,7.13,8.22,55.6,2.0476599999999996,0.13188,0.6680400000000001,0.17445,72.58914999999999,21.111089999999997,0.5236
10,11,1.0,1.0,30.5,13.45,1.4,5.73,8.82,30.0,2.381,0.04396,0.8448400000000001,0.10467000000000001,93.8308,22.59257,0.2618000000000001
11,12,2.0,0.5,30.6,11.28,9.5,6.2,8.02,23.6,3.6191199999999997,0.1099,1.6676999999999995,0.19771000000000002,80.26425,26.296269999999996,0.6188
12,13,1.5,0.5,30.4,12.94,14.0,5.89,8.09,32.0,2.09528,0.08792,0.57868,0.15119000000000002,73.12965,34.44441,0.48789999999999994
13,14,1.0,1.0,30.3,12.94,1.6,4.96,8.73,21.6,1.9524199999999996,0.08792,0.35647999999999996,0.20934000000000003,86.8043,24.44442,0.4046
14,15,2.25,0.5,30.7,13.18,13.0,5.81,8.13,31.6,3.8095999999999997,0.17584,1.2018,0.30238000000000004,63.9952,25.185160000000003,0.8449000000000001
15,16,2.5,0.0,32.0,14.83,60.0,6.66,8.17,54.4,1.8571799999999996,0.08792,0.31204000000000004,0.13956,71.2379,22.2222,0.47600000000000003
16,17,2.25,0.0,33.5,21.8,23.0,5.92,8.5,41.2,2.00004,0.08792,0.31204000000000004,0.13956,46.266799999999996,18.5185,0.5236000000000001
17,18,1.75,0.0,29.4,34.51,850.0,2.17,7.79,858.0,10.743809999999998,0.32609999999999995,1.7609400000000002,0.18608000000000002,36.5378,28.51849,0.4116
18,19,1.25,0.25,31.6,18.51,19.0,4.65,8.29,37.6,2.28576,0.17584,0.4907600000000001,0.24423,61.887249999999995,22.96294,0.5473999999999999
19,20,1.5,0.25,31.7,18.39,19.0,4.57,8.08,38.8,2.00004,0.08792,0.44536,0.13956,71.72434999999999,21.111089999999997,0.4522
20,21,1.0,0.0,32.9,29.8,31.0,4.8,7.93,53.2,2.381,0.13188,0.80136,0.10467,34.9163,28.88886,0.33320000000000005
21,22,1.0,0.0,29.7,34.5,380.0,,7.8,1266.0,11.720519999999999,1.26092,4.43496,0.44194,45.34795,38.14811,0.57624
22,23,1.25,0.15,29.9,18.96,20.0,5.27,7.81,31.5,1.8571799999999996,0.06666,0.7514400000000001,0.10286999999999999,42.429249999999996,14.444429999999997,0.6545
23,24,1.5,1.0,32.9,17.41,10.1,6.28,8.0,32.0,2.42862,0.13332,0.5484300000000001,0.1143,46.9154,13.703690000000002,0.9162999999999999
24,25,1.5,0.1,33.1,25.28,17.0,7.59,7.96,40.0,3.76198,0.19997999999999996,0.5726700000000001,0.1143,19.5661,14.074060000000003,0.5236000000000001
